,piece,moves,last_square,captured,captures,move_nums,game_id,mean_elo,Checkmate,Termination
0,♖-a1,"[3, 59, 60, 63]",63,False,['♞-g8'],"[34, 42, 44, 46]",ez8rfz4d,1724.0,False,Normal
63,♜-h8,"[61, 62, 38, 30, 22]",22,False,['♙-f2'],"[31, 35, 81, 103]",p9iql6gw,1829.5,False,Time forfeit
62,♞-g8,[45],45,True,[],[7],p9iql6gw,1829.5,False,Time forfeit
61,♝-f8,"[43, 29]",29,True,['♘-b1'],"[9, 33]",p9iql6gw,1829.5,False,Time forfeit
60,♚-e8,"[62, 55, 54, 45, 54, 45, 54, 46, 47, 55, 62]",62,False,[],"[11, 29, 53, 55, 57, 63, 67, 71, 79, 83, 99]",p9iql6gw,1829.5,False,Time forfeit
59,♛-d8,"[50, 51, 49, 50, 43, 57]",57,False,['♘-g1'],"[21, 23, 65, 73, 75, 93]",p9iql6gw,1829.5,False,Time forfeit
58,♝-c8,"[44, 51, 42, 33]",33,True,['♗-f1'],"[13, 87, 89, 91]",p9iql6gw,1829.5,False,Time forfeit
57,♞-b8,[51],51,True,[],[15],p9iql6gw,1829.5,False,Time forfeit
56,♜-a8,"[62, 46, 45, 46, 45, 46, 54]",54,False,[],"[37, 51, 59, 61, 69, 85, 95]",p9iql6gw,1829.5,False,Time forfeit
55,♟-h7,"[47, 39]",39,True,[],"[17, 39]",p9iql6gw,1829.5,False,Time forfeit
54,♟-g7,"[45, 37, 29, 22]",22,True,"['♗-c1', '♙-g2']","[25, 27, 97, 101]",p9iql6gw,1829.5,False,Time forfeit
53,♟-f7,[],53,False,[],[],p9iql6gw,1829.5,False,Time forfeit
52,♟-e7,"[44, 35, 27]",27,False,['♙-e2'],"[1, 5, 77]",p9iql6gw,1829.5,False,Time forfeit
51,♟-d7,[35],35,True,[],[3],p9iql6gw,1829.5,False,Time forfeit
50,♟-c7,"[42, 34]",34,True,[],"[19, 47]",p9iql6gw,1829.5,False,Time forfeit
49,♟-b7,"[41, 34]",34,True,['♙-d2'],"[45, 49]",p9iql6gw,1829.5,False,Time forfeit
48,♟-a7,"[40, 32]",32,True,[],"[41, 43]",p9iql6gw,1829.5,False,Time forfeit
15,♙-h2,"[23, 31]",31,False,[],"[8, 80]",p9iql6gw,1829.5,False,Time forfeit
14,♙-g2,[22],22,True,[],[36],p9iql6gw,1829.5,False,Time forfeit
13,♙-f2,[22],22,True,['♟-g7'],[102],p9iql6gw,1829.5,False,Time forfeit
12,♙-e2,"[28, 35]",35,True,['♟-d7'],"[0, 4]",p9iql6gw,1829.5,False,Time forfeit
11,♙-d2,"[27, 34]",34,True,['♟-c7'],"[6, 48]",p9iql6gw,1829.5,False,Time forfeit
10,♙-c2,[],10,False,[],[],p9iql6gw,1829.5,False,Time forfeit
9,♙-b2,[17],17,False,[],[46],p9iql6gw,1829.5,False,Time forfeit
8,♙-a2,"[16, 24, 33]",33,False,['♝-c8'],"[42, 54, 92]",p9iql6gw,1829.5,False,Time forfeit
7,♖-h1,"[5, 4, 6, 4]",4,False,[],"[16, 40, 52]",p9iql6gw,1829.5,False,Time forfeit
6,♘-g1,"[21, 36, 51]",51,True,['♞-b8'],"[2, 20, 22]",p9iql6gw,1829.5,False,Time forfeit
5,♗-f1,"[19, 33, 19, 33]",33,True,[],"[10, 64, 76, 90]",p9iql6gw,1829.5,False,Time forfeit
4,♔-e1,"[6, 15]",15,False,[],"[12, 38]",p9iql6gw,1829.5,False,Time forfeit
3,♕-d1,"[21, 29, 36, 29, 36, 29, 20, 12, 11, 32, 11, 12, 26, 34]",34,False,"['♝-f8', '♟-a7', '♟-b7']","[26, 34, 58, 60, 68, 70, 74, 78, 82, 84, 86, 88, 94, 96]",p9iql6gw,1829.5,False,Time forfeit
2,♗-c1,"[38, 31, 45]",45,True,['♞-g8'],"[14, 18, 24]",p9iql6gw,1829.5,False,Time forfeit
1,♘-b1,"[18, 12, 29]",29,True,[],"[28, 30, 32]",p9iql6gw,1829.5,False,Time forfeit
0,♖-a1,"[4, 36, 12, 36, 12, 36, 39, 36]",36,False,['♟-h7'],"[44, 50, 56, 62, 66, 72, 98, 100]",p9iql6gw,1829.5,False,Time forfeit
63,♜-h8,"[61, 53, 54, 50, 18, 17, 33, 17]",17,False,"['♗-c1', '♙-b2']","[47, 51, 53, 57, 63, 65, 83]",lemtrylc,1563.0,False,Time forfeit
62,♞-g8,"[52, 35]",35,True,[],"[9, 27]",lemtrylc,1563.0,False,Time forfeit
61,♝-f8,[54],54,True,[],[3],lemtrylc,1563.0,False,Time forfeit
60,♚-e8,"[62, 53, 45, 36, 29]",29,False,['♙-e2'],"[11, 69, 71, 73, 79]",lemtrylc,1563.0,False,Time forfeit
59,♛-d8,"[41, 33, 24]",24,True,['♕-d1'],"[39, 43, 59]",lemtrylc,1563.0,False,Time forfeit
58,♝-c8,"[44, 35, 26, 5]",5,True,"['♘-b1', '♘-g1', '♖-h1']","[29, 31, 35, 37]",lemtrylc,1563.0,False,Time forfeit
57,♞-b8,"[51, 45, 28]",28,True,[],"[19, 21, 23]",lemtrylc,1563.0,False,Time forfeit
56,♜-a8,"[59, 58, 50, 34, 18, 21]",21,False,['♙-f2'],"[45, 55, 61, 67, 81, 85]",lemtrylc,1563.0,False,Time forfeit
55,♟-h7,[39],39,False,[],[75],lemtrylc,1563.0,False,Time forfeit
54,♟-g7,[46],46,False,[],[1],lemtrylc,1563.0,False,Time forfeit
53,♟-f7,"[37, 29]",29,True,[],"[13, 77]",lemtrylc,1563.0,False,Time forfeit
52,♟-e7,"[44, 35, 28]",28,False,"['♙-c2', '♗-f1']","[5, 17, 25]",lemtrylc,1563.0,False,Time forfeit
51,♟-d7,[35],35,True,[],[15],lemtrylc,1563.0,False,Time forfeit
50,♟-c7,"[42, 35]",35,True,['♙-d2'],"[7, 49]",lemtrylc,1563.0,False,Time forfeit
49,♟-b7,"[33, 24]",24,True,['♙-a2'],"[33, 41]",lemtrylc,1563.0,False,Time forfeit
48,♟-a7,[],48,False,[],[],lemtrylc,1563.0,False,Time forfeit
15,♙-h2,"[23, 31]",31,False,[],"[52, 70]",lemtrylc,1563.0,False,Time forfeit
14,♙-g2,"[22, 30, 38]",38,False,[],"[66, 74, 76]",lemtrylc,1563.0,False,Time forfeit
13,♙-f2,[21],21,True,[],[82],lemtrylc,1563.0,False,Time forfeit
12,♙-e2,"[20, 29]",29,True,['♟-f7'],"[8, 78]",lemtrylc,1563.0,False,Time forfeit
11,♙-d2,"[27, 35]",35,True,[],"[2, 48]",lemtrylc,1563.0,False,Time forfeit
10,♙-c2,"[26, 35]",35,True,['♟-d7'],"[4, 16]",lemtrylc,1563.0,False,Time forfeit
9,♙-b2,"[17, 25, 33]",33,True,[],"[20, 22, 62]",lemtrylc,1563.0,False,Time forfeit
8,♙-a2,"[16, 24]",24,True,[],"[18, 40]",lemtrylc,1563.0,False,Time forfeit
7,♖-h1,[5],5,True,[],[],lemtrylc,1563.0,False,Time forfeit
6,♘-g1,"[21, 11, 26]",26,True,[],"[0, 26, 32]",lemtrylc,1563.0,False,Time forfeit
5,♗-f1,"[19, 28]",28,True,['♞-b8'],"[10, 24]",lemtrylc,1563.0,False,Time forfeit
4,♔-e1,"[6, 15, 14, 23, 15]",15,False,[],"[12, 56, 68, 72, 84]",lemtrylc,1563.0,False,Time forfeit
3,♕-d1,"[10, 17, 18, 16, 24]",24,True,['♟-b7'],"[14, 28, 36, 42, 58]",lemtrylc,1563.0,False,Time forfeit
2,♗-c1,"[11, 18, 54]",54,True,['♝-f8'],"[34, 46, 50]",lemtrylc,1563.0,False,Time forfeit
1,♘-b1,"[18, 35]",35,True,['♞-g8'],"[6, 30]",lemtrylc,1563.0,False,Time forfeit
0,♖-a1,"[5, 1, 0, 24, 27, 35, 37]",37,False,"['♝-c8', '♛-d8', '♟-c7']","[38, 44, 54, 60, 64, 80, 86]",lemtrylc,1563.0,False,Time forfeit
63,♜-h8,[55],55,False,[],[41],1wey3xwd,1599.0,♖-h1,Normal
62,♞-g8,[52],52,True,[],[29],1wey3xwd,1599.0,♖-h1,Normal
61,♝-f8,[25],25,True,[],[11],1wey3xwd,1599.0,♖-h1,Normal
60,♚-e8,"[59, 60, 53, 46, 54, 53, 60]",60,False,"['♕-d1', '♗-f1']","[7, 19, 21, 39, 43, 45, 47]",1wey3xwd,1599.0,♖-h1,Normal
59,♛-d8,[],59,True,[],[],1wey3xwd,1599.0,♖-h1,Normal
58,♝-c8,"[30, 37, 44]",44,True,[],"[15, 17, 25]",1wey3xwd,1599.0,♖-h1,Normal
57,♞-b8,"[42, 27]",27,True,[],"[9, 13]",1wey3xwd,1599.0,♖-h1,Normal
56,♜-a8,"[59, 58]",58,False,[],"[23, 31]",1wey3xwd,1599.0,♖-h1,Normal
55,♟-h7,"[47, 38]",38,True,['♘-g1'],"[33, 37]",1wey3xwd,1599.0,♖-h1,Normal
54,♟-g7,[38],38,True,[],[35],1wey3xwd,1599.0,♖-h1,Normal
53,♟-f7,[],53,True,[],[],1wey3xwd,1599.0,♖-h1,Normal
52,♟-e7,[36],36,True,[],[1],1wey3xwd,1599.0,♖-h1,Normal
51,♟-d7,"[35, 28]",28,True,['♙-e2'],"[3, 5]",1wey3xwd,1599.0,♖-h1,Normal
50,♟-c7,[34],34,False,[],[27],1wey3xwd,1599.0,♖-h1,Normal
49,♟-b7,[],49,True,[],[],1wey3xwd,1599.0,♖-h1,Normal
48,♟-a7,[],48,True,[],[],1wey3xwd,1599.0,♖-h1,Normal
15,♙-h2,[],15,False,[],[],1wey3xwd,1599.0,♖-h1,Normal
14,♙-g2,[],14,False,[],[],1wey3xwd,1599.0,♖-h1,Normal
13,♙-f2,"[21, 28]",28,False,['♟-d7'],"[16, 24]",1wey3xwd,1599.0,♖-h1,Normal
12,♙-e2,[28],28,True,[],[0],1wey3xwd,1599.0,♖-h1,Normal
11,♙-d2,"[27, 36]",36,False,['♟-e7'],"[2, 4]",1wey3xwd,1599.0,♖-h1,Normal
10,♙-c2,[],10,False,[],[],1wey3xwd,1599.0,♖-h1,Normal
9,♙-b2,[],9,False,[],[],1wey3xwd,1599.0,♖-h1,Normal
8,♙-a2,[],8,False,[],[],1wey3xwd,1599.0,♖-h1,Normal
7,♖-h1,"[5, 45, 44, 45, 61]",61,False,['♝-c8'],"[42, 44, 46, 48]",1wey3xwd,1599.0,♖-h1,Normal
6,♘-g1,"[21, 38]",38,True,['♟-g7'],"[26, 36]",1wey3xwd,1599.0,♖-h1,Normal
5,♗-f1,"[26, 53]",53,True,['♟-f7'],"[12, 20]",1wey3xwd,1599.0,♖-h1,Normal
4,♔-e1,[6],6,False,[],[34],1wey3xwd,1599.0,♖-h1,Normal
3,♕-d1,[59],59,True,['♛-d8'],[6],1wey3xwd,1599.0,♖-h1,Normal
2,♗-c1,"[29, 38, 52]",52,False,"['♟-h7', '♞-g8']","[10, 38, 40]",1wey3xwd,1599.0,♖-h1,Normal
1,♘-b1,[18],18,False,[],[8],1wey3xwd,1599.0,♖-h1,Normal
0,♖-a1,"[3, 27, 25, 49, 50, 48]",48,False,"['♞-b8', '♝-f8', '♟-b7', '♟-a7']","[14, 18, 22, 28, 30, 32]",1wey3xwd,1599.0,♖-h1,Normal
63,♜-h8,"[61, 60, 52, 51, 19]",19,True,['♙-d2'],"[53, 57, 63, 65]",pustsz6l,1527.0,False,Normal
62,♞-g8,"[45, 30, 45, 39, 29]",29,True,"['♙-g2', '♙-h2']","[19, 35, 37, 43, 47]",pustsz6l,1527.0,False,Normal
61,♝-f8,"[52, 31, 52]",52,True,[],"[39, 51, 71]",pustsz6l,1527.0,False,Normal
60,♚-e8,"[62, 55, 62, 63]",63,False,[],"[41, 61, 73, 77]",pustsz6l,1527.0,False,Normal
59,♛-d8,[19],19,True,['♕-d1'],[67],pustsz6l,1527.0,False,Normal
58,♝-c8,"[30, 39, 46, 55, 46]",46,True,[],"[17, 23, 25, 31, 45]",pustsz6l,1527.0,False,Normal
57,♞-b8,"[42, 27, 17]",17,True,['♗-f1'],"[27, 29, 33]",pustsz6l,1527.0,False,Normal
56,♜-a8,[59],59,False,[],[69],pustsz6l,1527.0,False,Normal
55,♟-h7,[47],47,True,[],[5],pustsz6l,1527.0,False,Normal
54,♟-g7,[],54,True,[],[],pustsz6l,1527.0,False,Normal
53,♟-f7,"[37, 28]",28,True,['♘-g1'],"[75, 79]",pustsz6l,1527.0,False,Normal
52,♟-e7,"[36, 29]",29,True,['♘-b1'],"[1, 49]",pustsz6l,1527.0,False,Normal
51,♟-d7,"[43, 35, 28]",28,True,['♙-e2'],"[3, 55, 59]",pustsz6l,1527.0,False,Normal
50,♟-c7,"[42, 34, 25]",25,False,['♙-c2'],"[7, 15, 21]",pustsz6l,1527.0,False,Normal
49,♟-b7,"[33, 25]",25,True,[],"[9, 13]",pustsz6l,1527.0,False,Normal
48,♟-a7,[32],32,False,[],[11],pustsz6l,1527.0,False,Normal
15,♙-h2,"[23, 31, 39]",39,True,[],"[22, 28, 30]",pustsz6l,1527.0,False,Normal
14,♙-g2,[30],30,True,[],[24],pustsz6l,1527.0,False,Normal
13,♙-f2,[21],21,False,[],[36],pustsz6l,1527.0,False,Normal
12,♙-e2,[28],28,True,[],[0],pustsz6l,1527.0,False,Normal
11,♙-d2,[19],19,True,[],[8],pustsz6l,1527.0,False,Normal
10,♙-c2,"[18, 25]",25,True,['♟-b7'],"[16, 20]",pustsz6l,1527.0,False,Normal
9,♙-b2,[],9,False,[],[],pustsz6l,1527.0,False,Normal
8,♙-a2,[24],24,False,[],[12],pustsz6l,1527.0,False,Normal
7,♖-h1,"[6, 46, 30, 54, 52, 28]",28,False,"['♝-c8', '♟-g7', '♝-f8', '♟-f7']","[40, 60, 62, 76, 78, 80]",pustsz6l,1527.0,False,Normal
6,♘-g1,"[21, 11, 26, 43, 28]",28,True,['♟-d7'],"[2, 26, 32, 56, 64]",pustsz6l,1527.0,False,Normal
5,♗-f1,"[26, 17]",17,True,[],"[4, 10]",pustsz6l,1527.0,False,Normal
4,♔-e1,"[12, 11, 19, 20]",20,False,['♛-d8'],"[52, 58, 68, 70]",pustsz6l,1527.0,False,Normal
3,♕-d1,"[17, 3, 17, 19]",19,True,"['♞-b8', '♜-h8']","[34, 44, 54, 66]",pustsz6l,1527.0,False,Normal
2,♗-c1,"[47, 20, 29, 47]",47,False,"['♟-h7', '♟-e7']","[42, 46, 50, 74]",pustsz6l,1527.0,False,Normal
1,♘-b1,"[18, 12, 6, 23, 29]",29,True,['♞-g8'],"[6, 14, 18, 38, 48]",pustsz6l,1527.0,False,Normal
0,♖-a1,[7],7,False,[],[72],pustsz6l,1527.0,False,Normal
63,♜-h8,"[61, 21, 22]",22,False,[],"[67, 71, 77]",rbsxmejf,1798.5,False,Time forfeit
62,♞-g8,"[45, 39, 22]",22,True,[],"[17, 29, 33]",rbsxmejf,1798.5,False,Time forfeit
61,♝-f8,[52],52,True,[],[31],rbsxmejf,1798.5,False,Time forfeit
60,♚-e8,"[51, 59, 52, 59, 51, 44, 37, 28, 19, 10, 2, 1]",1,False,['♖-a1'],"[43, 45, 47, 49, 55, 61, 63, 69, 73, 79, 81, 83]",rbsxmejf,1798.5,False,Time forfeit
59,♛-d8,"[50, 36, 37, 46, 19, 46]",46,True,"['♙-e2', '♙-d2', '♙-g2']","[11, 15, 19, 23, 39, 51]",rbsxmejf,1798.5,False,Time forfeit
58,♝-c8,"[30, 21]",21,True,['♘-g1'],"[7, 13]",rbsxmejf,1798.5,False,Time forfeit
57,♞-b8,[42],42,True,[],[5],rbsxmejf,1798.5,False,Time forfeit
56,♜-a8,"[60, 20]",20,True,[],"[57, 59]",rbsxmejf,1798.5,False,Time forfeit
55,♟-h7,"[39, 31]",31,False,[],"[25, 27]",rbsxmejf,1798.5,False,Time forfeit
54,♟-g7,[],54,True,[],[],rbsxmejf,1798.5,False,Time forfeit
53,♟-f7,"[46, 38]",38,True,['♕-d1'],"[53, 65]",rbsxmejf,1798.5,False,Time forfeit
52,♟-e7,"[44, 36, 29]",29,True,['♙-f2'],"[21, 35, 37]",rbsxmejf,1798.5,False,Time forfeit
51,♟-d7,"[35, 26]",26,True,['♙-b2'],"[1, 75]",rbsxmejf,1798.5,False,Time forfeit
50,♟-c7,"[34, 26]",26,True,[],"[3, 41]",rbsxmejf,1798.5,False,Time forfeit
49,♟-b7,[42],42,False,['♗-f1'],[9],rbsxmejf,1798.5,False,Time forfeit
48,♟-a7,[],48,False,[],[],rbsxmejf,1798.5,False,Time forfeit
15,♙-h2,[23],23,False,[],[20],rbsxmejf,1798.5,False,Time forfeit
14,♙-g2,"[30, 38, 46]",46,True,[],"[22, 26, 50]",rbsxmejf,1798.5,False,Time forfeit
13,♙-f2,[29],29,True,[],[32],rbsxmejf,1798.5,False,Time forfeit
12,♙-e2,"[28, 36]",36,True,[],"[0, 2]",rbsxmejf,1798.5,False,Time forfeit
11,♙-d2,[19],19,True,[],[16],rbsxmejf,1798.5,False,Time forfeit
10,♙-c2,[18],18,False,[],[12],rbsxmejf,1798.5,False,Time forfeit
9,♙-b2,"[17, 26]",26,True,['♟-c7'],"[56, 74]",rbsxmejf,1798.5,False,Time forfeit
8,♙-a2,[],8,False,[],[],rbsxmejf,1798.5,False,Time forfeit
7,♖-h1,"[5, 4, 5, 53, 52, 54, 38, 36]",36,False,"['♟-g7', '♟-f7']","[48, 58, 60, 62, 68, 70, 72]",rbsxmejf,1798.5,False,Time forfeit
6,♘-g1,[21],21,True,[],[4],rbsxmejf,1798.5,False,Time forfeit
5,♗-f1,"[33, 42]",42,True,['♞-b8'],"[6, 8]",rbsxmejf,1798.5,False,Time forfeit
4,♔-e1,"[6, 13]",13,False,[],"[10, 78]",rbsxmejf,1798.5,False,Time forfeit
3,♕-d1,"[21, 22, 14, 30, 46]",46,True,"['♝-c8', '♛-d8']","[14, 24, 28, 44, 52]",rbsxmejf,1798.5,False,Time forfeit
2,♗-c1,"[29, 20, 13, 22, 29, 38, 20, 27]",27,False,"['♞-g8', '♟-e7', '♜-a8']","[18, 30, 34, 36, 38, 54, 64, 66]",rbsxmejf,1798.5,False,Time forfeit
1,♘-b1,"[16, 1, 16, 26]",26,False,['♟-d7'],"[40, 76, 80, 82]",rbsxmejf,1798.5,False,Time forfeit
0,♖-a1,"[4, 52]",52,True,['♝-f8'],"[42, 46]",rbsxmejf,1798.5,False,Time forfeit
63,♜-h8,"[61, 53, 52, 51]",51,True,['♘-g1'],"[39, 45, 53]",uzvrxybj,1795.5,False,Time forfeit
62,♞-g8,"[45, 35, 45, 51, 61, 44, 34, 19, 4]",4,True,"['♙-d2', '♖-h1']","[7, 25, 31, 37, 43, 79, 81, 83, 85]",uzvrxybj,1795.5,False,Time forfeit
61,♝-f8,"[52, 43, 36]",36,True,['♗-c1'],"[9, 33, 35]",uzvrxybj,1795.5,False,Time forfeit
60,♚-e8,"[62, 53, 44, 35, 36, 28, 29]",29,False,['♙-f2'],"[13, 87, 89, 91, 93, 113, 115]",uzvrxybj,1795.5,False,Time forfeit
59,♛-d8,"[45, 38, 45, 38, 45, 44, 35, 11]",11,True,[],"[41, 49, 51, 57, 59, 65, 67, 71]",uzvrxybj,1795.5,False,Time forfeit
58,♝-c8,[51],51,True,[],[47],uzvrxybj,1795.5,False,Time forfeit
57,♞-b8,"[51, 41, 35, 18]",18,True,['♘-b1'],"[15, 19, 21, 23]",uzvrxybj,1795.5,False,Time forfeit
56,♜-a8,"[60, 59, 51, 11, 12, 20]",20,True,"['♗-f1', '♕-d1', '♖-a1']","[55, 61, 69, 73, 75, 77]",uzvrxybj,1795.5,False,Time forfeit
55,♟-h7,"[47, 38]",38,False,['♙-h2'],"[11, 103]",uzvrxybj,1795.5,False,Time forfeit
54,♟-g7,"[46, 38]",38,True,[],"[99, 101]",uzvrxybj,1795.5,False,Time forfeit
53,♟-f7,"[37, 28]",28,True,['♙-e2'],"[27, 29]",uzvrxybj,1795.5,False,Time forfeit
52,♟-e7,"[44, 36]",36,True,[],"[5, 63]",uzvrxybj,1795.5,False,Time forfeit
51,♟-d7,"[35, 26]",26,True,['♙-c2'],"[3, 17]",uzvrxybj,1795.5,False,Time forfeit
50,♟-c7,"[42, 34, 26, 18, 10, 2, 9, 16, 25]",25,False,[],"[1, 97, 111, 117, 119, 121, 123, 125, 127]",uzvrxybj,1795.5,False,Time forfeit
49,♟-b7,"[41, 33]",33,True,[],"[95, 107]",uzvrxybj,1795.5,False,Time forfeit
48,♟-a7,"[40, 33]",33,True,['♙-b2'],"[105, 109]",uzvrxybj,1795.5,False,Time forfeit
15,♙-h2,"[23, 31, 38]",38,True,['♟-g7'],"[60, 100, 102]",uzvrxybj,1795.5,False,Time forfeit
14,♙-g2,[30],30,False,[],[98],uzvrxybj,1795.5,False,Time forfeit
13,♙-f2,"[20, 28]",28,True,['♜-a8'],"[78, 92]",uzvrxybj,1795.5,False,Time forfeit
12,♙-e2,"[20, 28]",28,True,[],"[14, 28]",uzvrxybj,1795.5,False,Time forfeit
11,♙-d2,"[27, 36, 44]",44,True,['♟-e7'],"[0, 70, 74]",uzvrxybj,1795.5,False,Time forfeit
10,♙-c2,[26],26,True,[],[2],uzvrxybj,1795.5,False,Time forfeit
9,♙-b2,"[18, 26, 33]",33,True,"['♞-b8', '♟-b7']","[24, 94, 108]",uzvrxybj,1795.5,False,Time forfeit
8,♙-a2,"[24, 32]",32,False,[],"[120, 126]",uzvrxybj,1795.5,False,Time forfeit
7,♖-h1,"[5, 4]",4,True,[],[80],uzvrxybj,1795.5,False,Time forfeit
6,♘-g1,"[21, 36, 46, 36, 30, 36, 51]",51,True,"['♝-f8', '♝-c8']","[6, 36, 38, 44, 48, 50, 52]",uzvrxybj,1795.5,False,Time forfeit
5,♗-f1,"[19, 26, 19, 28, 19, 26, 19, 37, 51]",51,True,"['♟-d7', '♟-f7', '♜-h8']","[16, 18, 20, 30, 32, 40, 42, 66, 68]",uzvrxybj,1795.5,False,Time forfeit
4,♔-e1,"[6, 13, 12, 4, 12, 19, 20, 21, 20, 19, 18, 25, 33, 26, 33, 40]",40,False,"['♞-g8', '♟-a7']","[22, 82, 84, 86, 88, 90, 96, 104, 106, 110, 112, 114, 116, 118, 122, 124]",uzvrxybj,1795.5,False,Time forfeit
3,♕-d1,"[10, 12, 11]",11,True,['♛-d8'],"[26, 62, 72]",uzvrxybj,1795.5,False,Time forfeit
2,♗-c1,"[38, 31, 22, 36]",36,True,[],"[8, 10, 12, 34]",uzvrxybj,1795.5,False,Time forfeit
1,♘-b1,[18],18,True,[],[4],uzvrxybj,1795.5,False,Time forfeit
0,♖-a1,"[4, 20, 21, 22, 21, 20]",20,True,[],"[46, 54, 56, 58, 64, 76]",uzvrxybj,1795.5,False,Time forfeit
63,♜-h8,"[61, 59]",59,False,[],[37],ysmsba6s,1543.5,False,Time forfeit
62,♞-g8,[45],45,True,[],[3],ysmsba6s,1543.5,False,Time forfeit
61,♝-f8,[54],54,True,[],[5],ysmsba6s,1543.5,False,Time forfeit
60,♚-e8,"[62, 54, 62]",62,False,['♗-c1'],"[7, 15, 27]",ysmsba6s,1543.5,False,Time forfeit
59,♛-d8,"[45, 43, 34, 41]",41,True,['♙-b2'],"[21, 29, 35, 39]",ysmsba6s,1543.5,False,Time forfeit
58,♝-c8,"[44, 8]",8,True,['♖-a1'],"[33, 43]",ysmsba6s,1543.5,False,Time forfeit
57,♞-b8,[42],42,True,[],[17],ysmsba6s,1543.5,False,Time forfeit
56,♜-a8,[],56,True,[],[],ysmsba6s,1543.5,False,Time forfeit
55,♟-h7,[],55,False,[],[],ysmsba6s,1543.5,False,Time forfeit
54,♟-g7,[46],46,False,[],[1],ysmsba6s,1543.5,False,Time forfeit
53,♟-f7,[],53,False,[],[],ysmsba6s,1543.5,False,Time forfeit
52,♟-e7,"[45, 37]",37,False,['♙-g2'],"[11, 13]",ysmsba6s,1543.5,False,Time forfeit
51,♟-d7,"[42, 34]",34,False,['♗-f1'],"[19, 41]",ysmsba6s,1543.5,False,Time forfeit
50,♟-c7,[41],41,False,['♘-b1'],[45],ysmsba6s,1543.5,False,Time forfeit
49,♟-b7,"[41, 33, 26]",26,True,['♙-c2'],"[9, 23, 31]",ysmsba6s,1543.5,False,Time forfeit
48,♟-a7,[32],32,False,[],[25],ysmsba6s,1543.5,False,Time forfeit
15,♙-h2,[],15,False,[],[],ysmsba6s,1543.5,False,Time forfeit
14,♙-g2,"[30, 38, 45]",45,True,['♞-g8'],"[6, 8, 10]",ysmsba6s,1543.5,False,Time forfeit
13,♙-f2,[],13,False,[],[],ysmsba6s,1543.5,False,Time forfeit
12,♙-e2,[20],20,False,[],[38],ysmsba6s,1543.5,False,Time forfeit
11,♙-d2,[27],27,False,[],[40],ysmsba6s,1543.5,False,Time forfeit
10,♙-c2,"[18, 26]",26,True,[],"[22, 28]",ysmsba6s,1543.5,False,Time forfeit
9,♙-b2,"[17, 26, 34]",34,True,['♟-b7'],"[0, 32, 34]",ysmsba6s,1543.5,False,Time forfeit
8,♙-a2,[16],16,False,[],[4],ysmsba6s,1543.5,False,Time forfeit
7,♖-h1,[],7,False,[],[],ysmsba6s,1543.5,False,Time forfeit
6,♘-g1,[],6,False,[],[],ysmsba6s,1543.5,False,Time forfeit
5,♗-f1,"[14, 56, 42]",42,True,"['♜-a8', '♞-b8']","[12, 16, 18]",ysmsba6s,1543.5,False,Time forfeit
4,♔-e1,[],4,False,[],[],ysmsba6s,1543.5,False,Time forfeit
3,♕-d1,"[2, 9, 10, 8]",8,False,['♝-c8'],"[20, 24, 36, 46]",ysmsba6s,1543.5,False,Time forfeit
2,♗-c1,"[9, 54]",54,True,['♝-f8'],"[2, 14]",ysmsba6s,1543.5,False,Time forfeit
1,♘-b1,"[18, 24, 41]",41,True,['♛-d8'],"[30, 42, 44]",ysmsba6s,1543.5,False,Time forfeit
0,♖-a1,[8],8,True,[],[26],ysmsba6s,1543.5,False,Time forfeit
63,♜-h8,[61],61,True,[],[],0wn9o371,1876.5,♖-h1,Normal
62,♞-g8,"[52, 46, 29, 44, 38]",38,True,['♘-g1'],"[3, 5, 15, 25, 27]",0wn9o371,1876.5,♖-h1,Normal
61,♝-f8,[52],52,True,[],[7],0wn9o371,1876.5,♖-h1,Normal
60,♚-e8,"[62, 53, 60, 59]",59,False,[],"[11, 45, 47, 53]",0wn9o371,1876.5,♖-h1,Normal
59,♛-d8,"[52, 36, 45, 47, 46, 44, 45]",45,True,"['♗-c1', '♙-d2', '♘-b1']","[9, 19, 21, 23, 29, 31, 49]",0wn9o371,1876.5,♖-h1,Normal
58,♝-c8,[49],49,False,[],[37],0wn9o371,1876.5,♖-h1,Normal
57,♞-b8,[42],42,False,[],[51],0wn9o371,1876.5,♖-h1,Normal
56,♜-a8,[],56,False,[],[],0wn9o371,1876.5,♖-h1,Normal
55,♟-h7,"[39, 30]",30,False,['♙-g2'],"[13, 39]",0wn9o371,1876.5,♖-h1,Normal
54,♟-g7,[46],46,True,[],[33],0wn9o371,1876.5,♖-h1,Normal
53,♟-f7,[45],45,True,[],[43],0wn9o371,1876.5,♖-h1,Normal
52,♟-e7,"[44, 36]",36,True,[],"[1, 17]",0wn9o371,1876.5,♖-h1,Normal
51,♟-d7,[35],35,False,[],[41],0wn9o371,1876.5,♖-h1,Normal
50,♟-c7,[],50,False,[],[],0wn9o371,1876.5,♖-h1,Normal
49,♟-b7,[41],41,False,[],[35],0wn9o371,1876.5,♖-h1,Normal
48,♟-a7,[],48,False,[],[],0wn9o371,1876.5,♖-h1,Normal
15,♙-h2,"[31, 38, 45]",45,False,"['♞-g8', '♛-d8']","[12, 28, 50]",0wn9o371,1876.5,♖-h1,Normal
