,piece,moves,last_square,captured,captures,move_nums,game_id,mean_elo,Checkmate,Termination
8,♙-a2,[],8,False,[],[],xbfnaxmo,1721.0,False,Normal
7,♖-h1,"[5, 3]",3,False,['♜-a8'],[34],xbfnaxmo,1721.0,False,Normal
6,♘-g1,"[21, 27, 37]",37,True,"['♟-c7', '♝-c8']","[6, 12, 14]",xbfnaxmo,1721.0,False,Normal
5,♗-f1,"[33, 42]",42,True,['♞-b8'],"[8, 22]",xbfnaxmo,1721.0,False,Normal
4,♔-e1,[6],6,False,[],[10],xbfnaxmo,1721.0,False,Normal
3,♕-d1,"[21, 37, 55, 62]",62,False,"['♟-e7', '♟-h7', '♜-h8']","[20, 28, 36, 38]",xbfnaxmo,1721.0,False,Normal
2,♗-c1,[47],47,True,['♞-g8'],[26],xbfnaxmo,1721.0,False,Normal
1,♘-b1,"[18, 35, 52]",52,True,"['♟-d7', '♝-f8']","[16, 18, 24]",xbfnaxmo,1721.0,False,Normal
0,♖-a1,[3],3,True,[],[32],xbfnaxmo,1721.0,False,Normal
63,♜-h8,"[55, 54, 55]",55,False,[],"[15, 29, 31]",5g0kgttj,1570.5,False,Normal
62,♞-g8,[],62,False,[],[],5g0kgttj,1570.5,False,Normal
61,♝-f8,[],61,True,[],[],5g0kgttj,1570.5,False,Normal
60,♚-e8,[61],61,False,['♘-g1'],[17],5g0kgttj,1570.5,False,Normal
59,♛-d8,"[52, 45, 47, 45, 63]",63,False,[],"[19, 21, 23, 25, 27]",5g0kgttj,1570.5,False,Normal
58,♝-c8,[],58,False,[],[],5g0kgttj,1570.5,False,Normal
57,♞-b8,[],57,False,[],[],5g0kgttj,1570.5,False,Normal
56,♜-a8,[],56,False,[],[],5g0kgttj,1570.5,False,Normal
55,♟-h7,"[47, 39]",39,True,[],"[7, 13]",5g0kgttj,1570.5,False,Normal
54,♟-g7,"[46, 38]",38,False,[],"[5, 11]",5g0kgttj,1570.5,False,Normal
53,♟-f7,"[45, 37]",37,False,[],"[3, 9]",5g0kgttj,1570.5,False,Normal
52,♟-e7,[44],44,False,[],[1],5g0kgttj,1570.5,False,Normal
51,♟-d7,[],51,False,[],[],5g0kgttj,1570.5,False,Normal
50,♟-c7,[],50,False,[],[],5g0kgttj,1570.5,False,Normal
49,♟-b7,[],49,False,[],[],5g0kgttj,1570.5,False,Normal
48,♟-a7,[],48,False,[],[],5g0kgttj,1570.5,False,Normal
15,♙-h2,[],15,False,[],[],5g0kgttj,1570.5,False,Normal
14,♙-g2,[22],22,False,[],[10],5g0kgttj,1570.5,False,Normal
13,♙-f2,[],13,False,[],[],5g0kgttj,1570.5,False,Normal
12,♙-e2,[20],20,False,[],[2],5g0kgttj,1570.5,False,Normal
11,♙-d2,[27],27,False,[],[0],5g0kgttj,1570.5,False,Normal
10,♙-c2,[],10,False,[],[],5g0kgttj,1570.5,False,Normal
9,♙-b2,[],9,False,[],[],5g0kgttj,1570.5,False,Normal
8,♙-a2,[],8,False,[],[],5g0kgttj,1570.5,False,Normal
7,♖-h1,"[5, 7]",7,False,[],[24],5g0kgttj,1570.5,False,Normal
6,♘-g1,"[21, 36, 46, 61]",61,True,['♝-f8'],"[4, 12, 14, 16]",5g0kgttj,1570.5,False,Normal
5,♗-f1,"[12, 39, 12]",12,False,['♟-h7'],"[6, 18, 20]",5g0kgttj,1570.5,False,Normal
4,♔-e1,"[6, 14]",14,False,[],"[8, 22]",5g0kgttj,1570.5,False,Normal
3,♕-d1,[],3,False,[],[],5g0kgttj,1570.5,False,Normal
2,♗-c1,[],2,False,[],[],5g0kgttj,1570.5,False,Normal
1,♘-b1,"[11, 21, 36, 46]",46,False,[],"[26, 28, 30, 32]",5g0kgttj,1570.5,False,Normal
0,♖-a1,[],0,False,[],[],5g0kgttj,1570.5,False,Normal
63,♜-h8,[58],58,True,['♕-d1'],[57],3kdwf4at,1494.0,False,Time forfeit
62,♞-g8,"[45, 28, 43]",43,True,"['♙-e2', '♘-b1']","[3, 19, 27]",3kdwf4at,1494.0,False,Time forfeit
61,♝-f8,"[34, 41, 27]",27,True,['♘-g1'],"[5, 11, 17]",3kdwf4at,1494.0,False,Time forfeit
60,♚-e8,"[53, 45, 46]",46,False,['♙-h2'],"[49, 55, 63]",3kdwf4at,1494.0,False,Time forfeit
59,♛-d8,"[45, 21, 49, 58, 2, 38, 36, 9, 8, 13]",13,False,"['♖-a1', '♗-c1', '♙-b2', '♙-a2', '♙-f2']","[21, 43, 45, 59, 65, 67, 71, 73, 75, 77]",3kdwf4at,1494.0,False,Time forfeit
58,♝-c8,"[40, 49, 7]",7,True,['♖-h1'],"[33, 37, 39]",3kdwf4at,1494.0,False,Time forfeit
57,♞-b8,"[42, 27, 21, 36]",36,True,['♙-c2'],"[23, 25, 29, 35]",3kdwf4at,1494.0,False,Time forfeit
56,♜-a8,"[59, 58]",58,True,[],"[41, 53]",3kdwf4at,1494.0,False,Time forfeit
55,♟-h7,[46],46,True,['♙-g2'],[61],3kdwf4at,1494.0,False,Time forfeit
54,♟-g7,[],54,False,[],[],3kdwf4at,1494.0,False,Time forfeit
53,♟-f7,"[45, 37, 29]",29,False,[],"[47, 51, 69]",3kdwf4at,1494.0,False,Time forfeit
52,♟-e7,[44],44,False,[],[1],3kdwf4at,1494.0,False,Time forfeit
51,♟-d7,"[35, 26]",26,True,['♗-f1'],"[7, 9]",3kdwf4at,1494.0,False,Time forfeit
50,♟-c7,"[34, 27]",27,True,['♙-d2'],"[13, 15]",3kdwf4at,1494.0,False,Time forfeit
49,♟-b7,[41],41,False,[],[31],3kdwf4at,1494.0,False,Time forfeit
48,♟-a7,[],48,False,[],[],3kdwf4at,1494.0,False,Time forfeit
15,♙-h2,"[23, 31, 39, 46]",46,True,['♟-h7'],"[8, 48, 52, 62]",3kdwf4at,1494.0,False,Time forfeit
14,♙-g2,"[22, 30, 38, 46]",46,True,[],"[22, 46, 50, 54]",3kdwf4at,1494.0,False,Time forfeit
13,♙-f2,[],13,True,[],[],3kdwf4at,1494.0,False,Time forfeit
12,♙-e2,[28],28,True,[],[0],3kdwf4at,1494.0,False,Time forfeit
11,♙-d2,"[19, 27]",27,True,[],"[4, 10]",3kdwf4at,1494.0,False,Time forfeit
10,♙-c2,"[18, 27]",27,True,['♝-f8'],"[12, 18]",3kdwf4at,1494.0,False,Time forfeit
9,♙-b2,[],9,True,[],[],3kdwf4at,1494.0,False,Time forfeit
8,♙-a2,[],8,True,[],[],3kdwf4at,1494.0,False,Time forfeit
7,♖-h1,[],7,True,[],[],3kdwf4at,1494.0,False,Time forfeit
6,♘-g1,"[21, 27]",27,True,['♟-c7'],"[6, 16]",3kdwf4at,1494.0,False,Time forfeit
5,♗-f1,[26],26,True,[],[2],3kdwf4at,1494.0,False,Time forfeit
4,♔-e1,"[5, 14, 6, 7, 6, 14, 5, 12, 21, 30, 23]",23,False,['♝-c8'],"[30, 34, 38, 40, 44, 66, 68, 70, 72, 74, 76]",3kdwf4at,1494.0,False,Time forfeit
3,♕-d1,"[10, 58]",58,True,['♜-a8'],"[42, 56]",3kdwf4at,1494.0,False,Time forfeit
2,♗-c1,"[29, 43, 25, 18, 36]",36,True,"['♞-g8', '♞-b8']","[20, 28, 32, 60, 64]",3kdwf4at,1494.0,False,Time forfeit
1,♘-b1,"[16, 26, 43]",43,True,['♟-d7'],"[14, 24, 26]",3kdwf4at,1494.0,False,Time forfeit
0,♖-a1,"[2, 58]",58,True,['♜-h8'],"[36, 58]",3kdwf4at,1494.0,False,Time forfeit
63,♜-h8,"[61, 45, 46]",46,False,['♙-d2'],"[37, 41]",o6mld7g0,1534.5,False,Time forfeit
62,♞-g8,"[45, 51, 36]",36,True,['♗-c1'],"[17, 25, 27]",o6mld7g0,1534.5,False,Time forfeit
61,♝-f8,[52],52,False,[],[19],o6mld7g0,1534.5,False,Time forfeit
60,♚-e8,[62],62,False,[],[31],o6mld7g0,1534.5,False,Time forfeit
59,♛-d8,"[50, 58, 50]",50,False,[],"[29, 33, 39]",o6mld7g0,1534.5,False,Time forfeit
58,♝-c8,[49],49,False,[],[11],o6mld7g0,1534.5,False,Time forfeit
57,♞-b8,"[51, 36]",36,True,['♘-g1'],"[21, 23]",o6mld7g0,1534.5,False,Time forfeit
56,♜-a8,[],56,False,[],[],o6mld7g0,1534.5,False,Time forfeit
55,♟-h7,[47],47,False,[],[15],o6mld7g0,1534.5,False,Time forfeit
54,♟-g7,[],54,False,[],[],o6mld7g0,1534.5,False,Time forfeit
53,♟-f7,[45],45,True,[],[35],o6mld7g0,1534.5,False,Time forfeit
52,♟-e7,[44],44,False,[],[1],o6mld7g0,1534.5,False,Time forfeit
51,♟-d7,"[35, 26]",26,False,['♙-c2'],"[3, 5]",o6mld7g0,1534.5,False,Time forfeit
50,♟-c7,[42],42,False,[],[9],o6mld7g0,1534.5,False,Time forfeit
49,♟-b7,[33],33,False,[],[7],o6mld7g0,1534.5,False,Time forfeit
48,♟-a7,[40],40,False,[],[13],o6mld7g0,1534.5,False,Time forfeit
15,♙-h2,[],15,False,[],[],o6mld7g0,1534.5,False,Time forfeit
14,♙-g2,[],14,False,[],[],o6mld7g0,1534.5,False,Time forfeit
13,♙-f2,[29],29,False,[],[32],o6mld7g0,1534.5,False,Time forfeit
12,♙-e2,"[28, 36]",36,False,[],"[6, 40]",o6mld7g0,1534.5,False,Time forfeit
11,♙-d2,"[27, 36, 45]",45,True,"['♞-g8', '♟-f7']","[2, 28, 36]",o6mld7g0,1534.5,False,Time forfeit
10,♙-c2,[26],26,True,[],[0],o6mld7g0,1534.5,False,Time forfeit
9,♙-b2,[25],25,False,[],[16],o6mld7g0,1534.5,False,Time forfeit
8,♙-a2,[16],16,False,[],[14],o6mld7g0,1534.5,False,Time forfeit
7,♖-h1,"[5, 4]",4,False,[],[30],o6mld7g0,1534.5,False,Time forfeit
6,♘-g1,"[21, 36]",36,True,[],"[4, 20]",o6mld7g0,1534.5,False,Time forfeit
5,♗-f1,"[12, 39]",39,False,[],"[10, 42]",o6mld7g0,1534.5,False,Time forfeit
4,♔-e1,"[6, 7]",7,False,[],"[12, 34]",o6mld7g0,1534.5,False,Time forfeit
3,♕-d1,"[10, 2]",2,False,[],"[22, 38]",o6mld7g0,1534.5,False,Time forfeit
2,♗-c1,"[29, 36]",36,True,['♞-b8'],"[18, 24]",o6mld7g0,1534.5,False,Time forfeit
1,♘-b1,[18],18,False,[],[8],o6mld7g0,1534.5,False,Time forfeit
0,♖-a1,[3],3,False,[],[26],o6mld7g0,1534.5,False,Time forfeit
63,♜-h8,[],63,False,[],[],25kvoz1w,1570.0,False,Time forfeit
62,♞-g8,"[45, 62]",62,False,[],"[1, 3]",25kvoz1w,1570.0,False,Time forfeit
61,♝-f8,[],61,False,[],[],25kvoz1w,1570.0,False,Time forfeit
60,♚-e8,[],60,False,[],[],25kvoz1w,1570.0,False,Time forfeit
59,♛-d8,[45],45,False,[],[25],25kvoz1w,1570.0,False,Time forfeit
58,♝-c8,[51],51,True,[],[19],25kvoz1w,1570.0,False,Time forfeit
57,♞-b8,[51],51,False,['♗-f1'],[21],25kvoz1w,1570.0,False,Time forfeit
56,♜-a8,[57],57,False,[],[23],25kvoz1w,1570.0,False,Time forfeit
55,♟-h7,"[39, 31, 23]",23,False,[],"[27, 29, 31]",25kvoz1w,1570.0,False,Time forfeit
54,♟-g7,"[46, 38, 29]",29,True,['♙-e2'],"[7, 15, 35]",25kvoz1w,1570.0,False,Time forfeit
53,♟-f7,"[45, 37, 29]",29,True,[],"[5, 13, 33]",25kvoz1w,1570.0,False,Time forfeit
52,♟-e7,[44],44,False,[],[9],25kvoz1w,1570.0,False,Time forfeit
51,♟-d7,[43],43,False,[],[11],25kvoz1w,1570.0,False,Time forfeit
50,♟-c7,[42],42,True,[],[17],25kvoz1w,1570.0,False,Time forfeit
49,♟-b7,[],49,True,[],[],25kvoz1w,1570.0,False,Time forfeit
48,♟-a7,[],48,True,[],[],25kvoz1w,1570.0,False,Time forfeit
15,♙-h2,[],15,False,[],[],25kvoz1w,1570.0,False,Time forfeit
14,♙-g2,[22],22,False,[],[2],25kvoz1w,1570.0,False,Time forfeit
13,♙-f2,[],13,False,[],[],25kvoz1w,1570.0,False,Time forfeit
12,♙-e2,"[20, 29]",29,True,['♟-f7'],"[8, 34]",25kvoz1w,1570.0,False,Time forfeit
11,♙-d2,[27],27,False,[],[0],25kvoz1w,1570.0,False,Time forfeit
10,♙-c2,[],10,False,[],[],25kvoz1w,1570.0,False,Time forfeit
9,♙-b2,[],9,False,[],[],25kvoz1w,1570.0,False,Time forfeit
8,♙-a2,[],8,False,[],[],25kvoz1w,1570.0,False,Time forfeit
7,♖-h1,[5],5,False,[],[],25kvoz1w,1570.0,False,Time forfeit
6,♘-g1,"[21, 11, 21]",21,False,[],"[6, 12, 28]",25kvoz1w,1570.0,False,Time forfeit
5,♗-f1,"[14, 42, 51]",51,True,"['♟-c7', '♝-c8']","[4, 18, 20]",25kvoz1w,1570.0,False,Time forfeit
4,♔-e1,"[6, 14, 6]",6,False,[],"[10, 30, 32]",25kvoz1w,1570.0,False,Time forfeit
3,♕-d1,"[12, 33, 49, 48, 24]",24,False,"['♟-b7', '♟-a7']","[14, 16, 22, 24, 26]",25kvoz1w,1570.0,False,Time forfeit
2,♗-c1,[29],29,False,['♟-g7'],[36],25kvoz1w,1570.0,False,Time forfeit
1,♘-b1,[],1,False,[],[],25kvoz1w,1570.0,False,Time forfeit
0,♖-a1,[],0,False,[],[],25kvoz1w,1570.0,False,Time forfeit
63,♜-h8,"[61, 45]",45,True,[],"[29, 47]",3n5r57q7,1782.0,False,Time forfeit
62,♞-g8,"[45, 28, 22]",22,True,['♗-c1'],"[7, 13, 15]",3n5r57q7,1782.0,False,Time forfeit
61,♝-f8,"[52, 43, 22, 4]",4,False,"['♙-h2', '♖-a1']","[11, 31, 53, 55]",3n5r57q7,1782.0,False,Time forfeit
60,♚-e8,"[58, 57, 50, 41]",41,False,[],"[25, 43, 59, 63]",3n5r57q7,1782.0,False,Time forfeit
59,♛-d8,"[50, 51, 52, 53]",53,True,"['♘-g1', '♖-h1']","[23, 33, 57, 61]",3n5r57q7,1782.0,False,Time forfeit
58,♝-c8,[51],51,True,[],[21],3n5r57q7,1782.0,False,Time forfeit
57,♞-b8,"[51, 45, 28]",28,True,['♘-b1'],"[17, 19, 37]",3n5r57q7,1782.0,False,Time forfeit
56,♜-a8,"[59, 60, 44]",44,True,[],"[39, 41]",3n5r57q7,1782.0,False,Time forfeit
55,♟-h7,"[47, 38]",38,False,['♙-f2'],"[9, 51]",3n5r57q7,1782.0,False,Time forfeit
54,♟-g7,[38],38,True,[],[49],3n5r57q7,1782.0,False,Time forfeit
53,♟-f7,[44],44,True,['♗-f1'],[45],3n5r57q7,1782.0,False,Time forfeit
52,♟-e7,"[44, 35, 28]",28,True,"['♙-c2', '♙-e2']","[5, 27, 35]",3n5r57q7,1782.0,False,Time forfeit
51,♟-d7,[35],35,True,[],[1],3n5r57q7,1782.0,False,Time forfeit
50,♟-c7,[42],42,False,[],[3],3n5r57q7,1782.0,False,Time forfeit
49,♟-b7,[],49,False,[],[],3n5r57q7,1782.0,False,Time forfeit
48,♟-a7,[],48,False,[],[],3n5r57q7,1782.0,False,Time forfeit
15,♙-h2,[22],22,True,['♞-g8'],[16],3n5r57q7,1782.0,False,Time forfeit
14,♙-g2,[],14,False,[],[],3n5r57q7,1782.0,False,Time forfeit
13,♙-f2,"[29, 38]",38,True,['♟-g7'],"[30, 50]",3n5r57q7,1782.0,False,Time forfeit
12,♙-e2,"[20, 28]",28,True,[],"[14, 34]",3n5r57q7,1782.0,False,Time forfeit
11,♙-d2,[27],27,False,[],[0],3n5r57q7,1782.0,False,Time forfeit
10,♙-c2,"[26, 35]",35,True,['♟-d7'],"[2, 26]",3n5r57q7,1782.0,False,Time forfeit
9,♙-b2,[],9,False,[],[],3n5r57q7,1782.0,False,Time forfeit
8,♙-a2,[],8,False,[],[],3n5r57q7,1782.0,False,Time forfeit
7,♖-h1,"[4, 12, 44, 45, 53]",53,True,"['♟-f7', '♜-h8']","[42, 48, 54, 56, 60]",3n5r57q7,1782.0,False,Time forfeit
6,♘-g1,"[21, 36, 51]",51,True,['♝-c8'],"[6, 28, 32]",3n5r57q7,1782.0,False,Time forfeit
5,♗-f1,"[19, 28, 37, 44]",44,True,"['♞-b8', '♜-a8']","[20, 38, 40, 44]",3n5r57q7,1782.0,False,Time forfeit
4,♔-e1,"[2, 1]",1,False,[],"[22, 24]",3n5r57q7,1782.0,False,Time forfeit
3,♕-d1,"[10, 26, 62, 53, 21]",21,False,['♛-d8'],"[18, 46, 58, 62, 64]",3n5r57q7,1782.0,False,Time forfeit
2,♗-c1,"[38, 31, 22]",22,True,[],"[8, 10, 12]",3n5r57q7,1782.0,False,Time forfeit
1,♘-b1,"[18, 28]",28,True,['♟-e7'],"[4, 36]",3n5r57q7,1782.0,False,Time forfeit
0,♖-a1,"[3, 4]",4,True,[],[52],3n5r57q7,1782.0,False,Time forfeit
63,♜-h8,[61],61,True,[],[33],t2cs01w8,1638.0,♛-d8,Normal
62,♞-g8,[45],45,True,[],[7],t2cs01w8,1638.0,♛-d8,Normal
61,♝-f8,"[34, 27, 20, 29, 11]",11,False,"['♙-g2', '♖-a1']","[5, 35, 39, 41, 51]",t2cs01w8,1638.0,♛-d8,Normal
60,♚-e8,"[58, 59, 58, 57, 48]",48,False,['♗-c1'],"[23, 27, 31, 43, 53]",t2cs01w8,1638.0,♛-d8,Normal
59,♛-d8,"[52, 54, 30, 37, 39, 3]",3,False,['♘-g1'],"[19, 21, 45, 47, 49, 55]",t2cs01w8,1638.0,♛-d8,Normal
58,♝-c8,[44],44,True,[],[13],t2cs01w8,1638.0,♛-d8,Normal
57,♞-b8,[42],42,False,[],[3],t2cs01w8,1638.0,♛-d8,Normal
56,♜-a8,[59],59,True,[],[],t2cs01w8,1638.0,♛-d8,Normal
55,♟-h7,[],55,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
54,♟-g7,"[45, 37]",37,True,['♘-b1'],"[15, 25]",t2cs01w8,1638.0,♛-d8,Normal
53,♟-f7,"[44, 37]",37,True,"['♗-f1', '♙-e2']","[17, 29]",t2cs01w8,1638.0,♛-d8,Normal
52,♟-e7,"[36, 29]",29,True,['♙-f2'],"[1, 37]",t2cs01w8,1638.0,♛-d8,Normal
51,♟-d7,[43],43,False,[],[11],t2cs01w8,1638.0,♛-d8,Normal
50,♟-c7,[],50,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
49,♟-b7,[],49,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
48,♟-a7,[40],40,False,[],[9],t2cs01w8,1638.0,♛-d8,Normal
15,♙-h2,[],15,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
14,♙-g2,"[22, 29]",29,True,['♟-e7'],"[22, 38]",t2cs01w8,1638.0,♛-d8,Normal
13,♙-f2,[29],29,True,[],[34],t2cs01w8,1638.0,♛-d8,Normal
12,♙-e2,"[28, 37]",37,True,['♟-g7'],"[0, 28]",t2cs01w8,1638.0,♛-d8,Normal
11,♙-d2,[19],19,False,[],[6],t2cs01w8,1638.0,♛-d8,Normal
10,♙-c2,[],10,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
9,♙-b2,[],9,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
8,♙-a2,[],8,False,[],[],t2cs01w8,1638.0,♛-d8,Normal
7,♖-h1,"[5, 61, 13]",13,False,['♜-h8'],"[48, 52, 54]",t2cs01w8,1638.0,♛-d8,Normal
6,♘-g1,"[21, 31, 37]",37,True,['♟-f7'],"[2, 32, 44]",t2cs01w8,1638.0,♛-d8,Normal
5,♗-f1,"[26, 44]",44,True,['♝-c8'],"[4, 16]",t2cs01w8,1638.0,♛-d8,Normal
4,♔-e1,"[2, 1]",1,False,[],"[24, 40]",t2cs01w8,1638.0,♛-d8,Normal
3,♕-d1,"[11, 18, 17, 44, 26]",26,False,[],"[20, 30, 36, 42, 46]",t2cs01w8,1638.0,♛-d8,Normal
2,♗-c1,"[38, 31, 59]",59,True,['♜-a8'],"[10, 18, 26]",t2cs01w8,1638.0,♛-d8,Normal
1,♘-b1,"[18, 35, 45]",45,True,['♞-g8'],"[8, 12, 14]",t2cs01w8,1638.0,♛-d8,Normal
0,♖-a1,"[3, 11]",11,True,[],[50],t2cs01w8,1638.0,♛-d8,Normal
63,♜-h8,[61],61,False,[],[],4hqvbv5d,1770.0,♕-d1,Normal
62,♞-g8,"[52, 46, 31]",31,False,['♙-h2'],"[7, 9, 39]",4hqvbv5d,1770.0,♕-d1,Normal
61,♝-f8,[52],52,False,[],[19],4hqvbv5d,1770.0,♕-d1,Normal
60,♚-e8,[62],62,False,[],[21],4hqvbv5d,1770.0,♕-d1,Normal
59,♛-d8,[50],50,False,[],[37],4hqvbv5d,1770.0,♕-d1,Normal
58,♝-c8,"[49, 56]",56,False,['♖-a1'],"[23, 27]",4hqvbv5d,1770.0,♕-d1,Normal
57,♞-b8,"[42, 32, 26, 11]",11,True,['♘-b1'],"[11, 29, 31, 33]",4hqvbv5d,1770.0,♕-d1,Normal
56,♜-a8,[],56,True,[],[],4hqvbv5d,1770.0,♕-d1,Normal
55,♟-h7,[],55,True,[],[],4hqvbv5d,1770.0,♕-d1,Normal
54,♟-g7,[],54,False,[],[],4hqvbv5d,1770.0,♕-d1,Normal
53,♟-f7,[],53,False,[],[],4hqvbv5d,1770.0,♕-d1,Normal
52,♟-e7,[44],44,False,[],[5],4hqvbv5d,1770.0,♕-d1,Normal
51,♟-d7,"[35, 27, 18]",18,True,['♙-c2'],"[1, 3, 15]",4hqvbv5d,1770.0,♕-d1,Normal
50,♟-c7,[42],42,False,[],[35],4hqvbv5d,1770.0,♕-d1,Normal
49,♟-b7,[33],33,True,[],[17],4hqvbv5d,1770.0,♕-d1,Normal
48,♟-a7,"[40, 33]",33,False,['♙-a2'],"[13, 25]",4hqvbv5d,1770.0,♕-d1,Normal
15,♙-h2,[31],31,True,[],[38],4hqvbv5d,1770.0,♕-d1,Normal
14,♙-g2,[],14,False,[],[],4hqvbv5d,1770.0,♕-d1,Normal
13,♙-f2,[],13,False,[],[],4hqvbv5d,1770.0,♕-d1,Normal
12,♙-e2,"[28, 36]",36,False,[],"[0, 2]",4hqvbv5d,1770.0,♕-d1,Normal
11,♙-d2,"[19, 27]",27,False,[],"[10, 20]",4hqvbv5d,1770.0,♕-d1,Normal
10,♙-c2,[18],18,True,[],[14],4hqvbv5d,1770.0,♕-d1,Normal
9,♙-b2,[18],18,False,['♟-d7'],[16],4hqvbv5d,1770.0,♕-d1,Normal
8,♙-a2,"[24, 33]",33,True,['♟-b7'],"[22, 24]",4hqvbv5d,1770.0,♕-d1,Normal
7,♖-h1,"[5, 4]",4,False,[],[12],4hqvbv5d,1770.0,♕-d1,Normal
6,♘-g1,[21],21,False,[],[4],4hqvbv5d,1770.0,♕-d1,Normal
5,♗-f1,"[26, 17, 10]",10,False,[],"[6, 18, 30]",4hqvbv5d,1770.0,♕-d1,Normal
4,♔-e1,[6],6,False,[],[8],4hqvbv5d,1770.0,♕-d1,Normal
3,♕-d1,"[11, 19, 55]",55,False,"['♞-b8', '♟-h7']","[34, 36, 40]",4hqvbv5d,1770.0,♕-d1,Normal
2,♗-c1,[20],20,False,[],[28],4hqvbv5d,1770.0,♕-d1,Normal
1,♘-b1,[11],11,True,[],[32],4hqvbv5d,1770.0,♕-d1,Normal
0,♖-a1,[56],56,True,['♜-a8'],[26],4hqvbv5d,1770.0,♕-d1,Normal
63,♜-h8,[],63,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
62,♞-g8,[],62,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
61,♝-f8,[],61,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
60,♚-e8,[52],52,False,[],[21],3qlyk55t,1369.5,♕-d1,Normal
59,♛-d8,[],59,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
58,♝-c8,[],58,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
57,♞-b8,[],57,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
56,♜-a8,[],56,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
55,♟-h7,"[39, 31, 23]",23,False,[],"[9, 11, 13]",3qlyk55t,1369.5,♕-d1,Normal
54,♟-g7,"[38, 30]",30,True,[],"[5, 7]",3qlyk55t,1369.5,♕-d1,Normal
53,♟-f7,"[37, 30]",30,True,['♙-f2'],"[3, 15]",3qlyk55t,1369.5,♕-d1,Normal
52,♟-e7,[44],44,False,[],[1],3qlyk55t,1369.5,♕-d1,Normal
51,♟-d7,[43],43,False,[],[17],3qlyk55t,1369.5,♕-d1,Normal
50,♟-c7,[42],42,False,[],[19],3qlyk55t,1369.5,♕-d1,Normal
49,♟-b7,[],49,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
48,♟-a7,[],48,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
15,♙-h2,[],15,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
14,♙-g2,[22],22,False,[],[12],3qlyk55t,1369.5,♕-d1,Normal
13,♙-f2,"[21, 30]",30,True,['♟-g7'],"[4, 10]",3qlyk55t,1369.5,♕-d1,Normal
12,♙-e2,[20],20,False,[],[2],3qlyk55t,1369.5,♕-d1,Normal
11,♙-d2,[19],19,False,[],[0],3qlyk55t,1369.5,♕-d1,Normal
10,♙-c2,[18],18,False,[],[6],3qlyk55t,1369.5,♕-d1,Normal
9,♙-b2,[17],17,False,[],[8],3qlyk55t,1369.5,♕-d1,Normal
8,♙-a2,[],8,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
7,♖-h1,[],7,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
6,♘-g1,"[21, 36]",36,False,[],"[14, 16]",3qlyk55t,1369.5,♕-d1,Normal
5,♗-f1,[],5,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
4,♔-e1,[],4,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
3,♕-d1,"[30, 46, 53]",53,False,['♟-f7'],"[18, 20, 22]",3qlyk55t,1369.5,♕-d1,Normal
2,♗-c1,[],2,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
1,♘-b1,[],1,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
0,♖-a1,[],0,False,[],[],3qlyk55t,1369.5,♕-d1,Normal
63,♜-h8,[],63,True,[],[],qfyvgbe5,1569.5,♙-f2,Normal
62,♞-g8,"[45, 30]",30,True,['♗-c1'],"[33, 51]",qfyvgbe5,1569.5,♙-f2,Normal
61,♝-f8,"[52, 45]",45,True,[],"[7, 31]",qfyvgbe5,1569.5,♙-f2,Normal
60,♚-e8,"[53, 52, 51, 58, 49, 50, 41, 33, 25, 18, 9, 16, 8, 17, 9, 0, 8, 17, 10, 11, 18, 17, 10, 1]",1,False,"['♗-f1', '♖-a1', '♙-a2', '♙-b2']","[29, 55, 57, 59, 63, 67, 93, 95, 97, 99, 101, 105, 107, 109, 111, 113, 115, 117, 119, 121, 123, 125, 127, 129]",qfyvgbe5,1569.5,♙-f2,Normal
59,♛-d8,"[52, 44, 35, 34, 25, 18, 36, 28, 55]",55,True,[],"[35, 37, 39, 41, 43, 45, 47, 49, 53]",qfyvgbe5,1569.5,♙-f2,Normal
58,♝-c8,"[44, 53]",53,True,[],"[25, 27]",qfyvgbe5,1569.5,♙-f2,Normal
57,♞-b8,"[51, 45, 28, 34, 19]",19,True,['♙-e2'],"[61, 71, 73, 75, 77]",qfyvgbe5,1569.5,♙-f2,Normal
